date,title,sentiment_analysis,recommend,release_date
"August 9, 2014","Papers, Please",1,True,2013-08-08
"June 13, 2015","Papers, Please",1,True,2013-08-08
,"Papers, Please",1,True,2013-08-08
"January 11, 2014","Papers, Please",1,True,2013-08-08
"December 11, 2013","Papers, Please",2,True,2013-08-08
"February 25, 2014","Papers, Please",1,True,2013-08-08
"March 23, 2015","Papers, Please",1,True,2013-08-08
"December 30, 2013","Papers, Please",1,True,2013-08-08
"September 22, 2014","Papers, Please",2,True,2013-08-08
"April 16, 2014","Papers, Please",2,True,2013-08-08
"December 7, 2013","Papers, Please",1,False,2013-08-08
,"Papers, Please",2,True,2013-08-08
"February 16, 2014","Papers, Please",2,True,2013-08-08
,"Papers, Please",2,True,2013-08-08
,Risk of Rain,2,True,2013-11-08
"June 12, 2015",Risk of Rain,1,True,2013-11-08
"December 28, 2015",Risk of Rain,2,True,2013-11-08
"April 7, 2015",Risk of Rain,1,True,2013-11-08
"February 10, 2014",Risk of Rain,2,False,2013-11-08
"September 13, 2014",Risk of Rain,1,True,2013-11-08
"December 10, 2014",Risk of Rain,2,True,2013-11-08
"December 29, 2013",Risk of Rain,2,True,2013-11-08
"December 31, 2014",Risk of Rain,2,True,2013-11-08
,Risk of Rain,2,True,2013-11-08
"February 15, 2014",Risk of Rain,2,True,2013-11-08
"June 22, 2014",Risk of Rain,1,True,2013-11-08
"October 3, 2015",Risk of Rain,2,True,2013-11-08
,Risk of Rain,1,False,2013-11-08
"September 2, 2015",Risk of Rain,1,True,2013-11-08
"April 29, 2015",Risk of Rain,1,True,2013-11-08
"December 7, 2015",Risk of Rain,1,True,2013-11-08
"February 28, 2014",Risk of Rain,1,True,2013-11-08
"January 22, 2015",Risk of Rain,2,True,2013-11-08
"April 6, 2014",Risk of Rain,2,True,2013-11-08
"December 22, 2014",Risk of Rain,0,True,2013-11-08
"November 29, 2015",Risk of Rain,2,True,2013-11-08
"December 31, 2015",Risk of Rain,2,True,2013-11-08
"December 9, 2013",Risk of Rain,1,True,2013-11-08
"June 28, 2014",Risk of Rain,2,True,2013-11-08
"July 7, 2014",Risk of Rain,1,True,2013-11-08
"August 14, 2014",Risk of Rain,2,True,2013-11-08
,Risk of Rain,1,True,2013-11-08
"November 10, 2013",Risk of Rain,1,True,2013-11-08
"October 9, 2014",Risk of Rain,1,True,2013-11-08
"March 26, 2014",Risk of Rain,1,True,2013-11-08
"November 24, 2014",Risk of Rain,1,True,2013-11-08
"April 3, 2015",Risk of Rain,1,True,2013-11-08
"November 13, 2013",Risk of Rain,2,True,2013-11-08
"April 25, 2014",Risk of Rain,2,True,2013-11-08
,Risk of Rain,1,True,2013-11-08
"March 9, 2014",Risk of Rain,1,True,2013-11-08
"August 12, 2015",Risk of Rain,1,True,2013-11-08
"July 24, 2014",Risk of Rain,1,True,2013-11-08
"March 14, 2014",Risk of Rain,2,True,2013-11-08
"December 23, 2013",Risk of Rain,2,True,2013-11-08
"November 20, 2013",Risk of Rain,0,True,2013-11-08
"May 12, 2015",Risk of Rain,1,True,2013-11-08
"October 31, 2015",Risk of Rain,1,True,2013-11-08
"November 26, 2013",Risk of Rain,1,True,2013-11-08
"May 3, 2015",Risk of Rain,1,True,2013-11-08
"July 7, 2014",Risk of Rain,2,True,2013-11-08
"February 16, 2014",Risk of Rain,2,True,2013-11-08
"December 31, 2014",Risk of Rain,2,True,2013-11-08
"June 21, 2014",Risk of Rain,1,True,2013-11-08
"November 30, 2013",Risk of Rain,2,True,2013-11-08
,Risk of Rain,2,True,2013-11-08
"February 16, 2014",Risk of Rain,1,True,2013-11-08
"December 16, 2015",Risk of Rain,2,True,2013-11-08
"November 30, 2013",Risk of Rain,1,True,2013-11-08
"October 14, 2014",Risk of Rain,1,True,2013-11-08
"April 3, 2015",Risk of Rain,2,True,2013-11-08
"December 8, 2014",Risk of Rain,1,True,2013-11-08
"March 9, 2014",Risk of Rain,1,True,2013-11-08
"January 9, 2015",Risk of Rain,1,True,2013-11-08
"June 15, 2015",Risk of Rain,1,True,2013-11-08
"July 7, 2014",Risk of Rain,1,True,2013-11-08
,Risk of Rain,1,True,2013-11-08
"December 12, 2015",Risk of Rain,1,True,2013-11-08
"November 27, 2014",Risk of Rain,1,True,2013-11-08
"April 6, 2015",Risk of Rain,1,True,2013-11-08
,Risk of Rain,1,True,2013-11-08
"May 17, 2014",Risk of Rain,1,True,2013-11-08
"December 15, 2013",Risk of Rain,1,True,2013-11-08
,Risk of Rain,1,True,2013-11-08
"December 21, 2013",Risk of Rain,1,True,2013-11-08
"December 25, 2014",Risk of Rain,2,True,2013-11-08
"December 3, 2013",Risk of Rain,1,True,2013-11-08
"December 1, 2015",Risk of Rain,2,True,2013-11-08
"November 11, 2014",Risk of Rain,1,True,2013-11-08
"August 15, 2015",Risk of Rain,2,True,2013-11-08
"January 20, 2015",Risk of Rain,1,True,2013-11-08
"December 17, 2013",Risk of Rain,1,True,2013-11-08
"September 28, 2014",Risk of Rain,1,True,2013-11-08
"May 26, 2014",Risk of Rain,2,True,2013-11-08
"January 2, 2014",Risk of Rain,2,True,2013-11-08
"February 16, 2014",Risk of Rain,2,True,2013-11-08
"April 11, 2014",Risk of Rain,1,True,2013-11-08
"June 17, 2015",Risk of Rain,2,True,2013-11-08
"November 25, 2013",Risk of Rain,2,True,2013-11-08
"April 29, 2014",Risk of Rain,1,True,2013-11-08
"April 5, 2015",Risk of Rain,1,True,2013-11-08
,Risk of Rain,1,True,2013-11-08
,Risk of Rain,0,True,2013-11-08
,Risk of Rain,2,True,2013-11-08
"February 11, 2014",Risk of Rain,1,True,2013-11-08
"November 17, 2013",Risk of Rain,1,True,2013-11-08
,Risk of Rain,2,True,2013-11-08
"December 18, 2013",Risk of Rain,1,True,2013-11-08
"June 26, 2014",Risk of Rain,2,True,2013-11-08
"April 7, 2014",Risk of Rain,2,True,2013-11-08
"December 23, 2014",Risk of Rain,0,True,2013-11-08
"April 27, 2015",Risk of Rain,1,True,2013-11-08
"December 11, 2014",Risk of Rain,0,True,2013-11-08
"December 23, 2013",Risk of Rain,2,True,2013-11-08
,Risk of Rain,1,True,2013-11-08
"January 7, 2014",Risk of Rain,1,True,2013-11-08
"December 21, 2014",Risk of Rain,1,True,2013-11-08
"June 28, 2015",Risk of Rain,1,False,2013-11-08
"August 2, 2015",Risk of Rain,1,True,2013-11-08
"February 7, 2014",Risk of Rain,0,False,2013-11-08
"May 9, 2014",Risk of Rain,1,True,2013-11-08
"October 2, 2014",Risk of Rain,1,True,2013-11-08
"May 10, 2014",Risk of Rain,2,True,2013-11-08
"May 14, 2014",Risk of Rain,1,True,2013-11-08
,Risk of Rain,2,True,2013-11-08
"December 2, 2014",Risk of Rain,2,True,2013-11-08
"December 4, 2014",Risk of Rain,1,False,2013-11-08
"December 20, 2013",Risk of Rain,2,True,2013-11-08
"December 17, 2013",Risk of Rain,2,True,2013-11-08
"March 31, 2014",Risk of Rain,1,True,2013-11-08
"August 8, 2014",Risk of Rain,2,True,2013-11-08
"December 4, 2015",TIS-100,2,True,2015-07-20
"November 3, 2014",Transistor,2,True,2014-05-20
"December 27, 2015",Transistor,2,True,2014-05-20
"March 19, 2015",Transistor,1,True,2014-05-20
,Transistor,1,True,2014-05-20
,Transistor,2,True,2014-05-20
"June 26, 2015",Transistor,2,True,2014-05-20
"November 17, 2015",Transistor,2,True,2014-05-20
"October 23, 2015",Transistor,1,True,2014-05-20
"June 4, 2014",Transistor,1,True,2014-05-20
"August 2, 2014",Transistor,2,True,2014-05-20
,Transistor,1,True,2014-05-20
"July 19, 2014",Transistor,2,True,2014-05-20
"June 28, 2015",Transistor,2,True,2014-05-20
"March 5, 2015",Transistor,2,True,2014-05-20
"September 23, 2014",Transistor,1,True,2014-05-20
,Transistor,2,True,2014-05-20
"April 26, 2015",Transistor,2,True,2014-05-20
"June 27, 2014",Transistor,2,True,2014-05-20
"May 29, 2015",Transistor,1,True,2014-05-20
"June 29, 2014",Transistor,2,True,2014-05-20
"November 14, 2014",Transistor,1,True,2014-05-20
"August 9, 2015",Transistor,1,True,2014-05-20
"June 17, 2014",Transistor,1,True,2014-05-20
"May 20, 2014",Transistor,1,True,2014-05-20
,Transistor,1,True,2014-05-20
"October 31, 2014",Transistor,1,True,2014-05-20
"January 27, 2015",Transistor,1,True,2014-05-20
"December 29, 2014",Transistor,1,True,2014-05-20
"September 16, 2014",Transistor,1,True,2014-05-20
"December 24, 2014",Transistor,2,True,2014-05-20
"July 3, 2014",Transistor,0,True,2014-05-20
"May 20, 2014",Transistor,1,True,2014-05-20
"November 1, 2014",Transistor,1,True,2014-05-20
,Transistor,1,True,2014-05-20
"August 29, 2014",Transistor,1,True,2014-05-20
"May 22, 2014",Transistor,1,True,2014-05-20
,Transistor,1,True,2014-05-20
"December 27, 2015",Transistor,1,True,2014-05-20
"July 10, 2015",Transistor,2,True,2014-05-20
"December 27, 2014",Transistor,1,True,2014-05-20
"August 28, 2014",Transistor,2,True,2014-05-20
,Transistor,2,True,2014-05-20
"October 15, 2014",3089 -- Futuristic Action RPG,0,True,2014-01-10
"January 31, 2014",3089 -- Futuristic Action RPG,2,True,2014-01-10
"November 14, 2015",3089 -- Futuristic Action RPG,1,True,2014-01-10
,3089 -- Futuristic Action RPG,2,True,2014-01-10
"October 15, 2014",Space Pirates and Zombies,1,True,2011-08-15
"January 1, 2014",Space Pirates and Zombies,1,True,2011-08-15
"December 21, 2013",Space Pirates and Zombies,2,True,2011-08-15
,Space Pirates and Zombies,1,True,2011-08-15
"August 31, 2011",Space Pirates and Zombies,2,True,2011-08-15
"December 29, 2013",Space Pirates and Zombies,1,False,2011-08-15
"October 15, 2014",Gnomoria,1,True,2016-02-23
"June 30, 2013",Gnomoria,2,True,2016-02-23
"November 1, 2015",Gnomoria,0,False,2016-02-23
"November 13, 2014",Gnomoria,1,True,2016-02-23
"March 2, 2015",Gnomoria,1,True,2016-02-23
"July 2, 2015",Gnomoria,0,False,2016-02-23
"December 26, 2013",Gnomoria,1,True,2016-02-23
,Gnomoria,1,False,2016-02-23
"October 14, 2013",The Wolf Among Us,2,True,2013-10-11
,The Wolf Among Us,1,True,2013-10-11
"July 9, 2014",The Wolf Among Us,2,True,2013-10-11
"November 13, 2013",The Wolf Among Us,2,True,2013-10-11
"October 31, 2014",The Wolf Among Us,1,True,2013-10-11
"February 10, 2014",The Wolf Among Us,2,True,2013-10-11
"March 18, 2014",The Wolf Among Us,1,True,2013-10-11
"November 30, 2013",The Wolf Among Us,1,True,2013-10-11
"November 2, 2014",The Wolf Among Us,1,True,2013-10-11
"December 4, 2015",The Wolf Among Us,1,True,2013-10-11
"November 30, 2013",The Wolf Among Us,2,True,2013-10-11
"July 9, 2014",The Wolf Among Us,1,True,2013-10-11
"February 5, 2014",The Wolf Among Us,2,True,2013-10-11
"May 23, 2014",The Wolf Among Us,2,True,2013-10-11
"December 14, 2013",The Wolf Among Us,2,True,2013-10-11
"October 20, 2013",The Wolf Among Us,1,True,2013-10-11
"February 4, 2014",The Wolf Among Us,1,True,2013-10-11
"September 14, 2014",The Wolf Among Us,1,True,2013-10-11
"November 2, 2013",The Wolf Among Us,2,True,2013-10-11
"July 27, 2014",The Wolf Among Us,2,True,2013-10-11
"April 11, 2014",The Wolf Among Us,1,True,2013-10-11
"July 9, 2014",The Wolf Among Us,2,True,2013-10-11
"June 29, 2014",The Wolf Among Us,2,True,2013-10-11
"July 8, 2014",The Wolf Among Us,2,True,2013-10-11
"December 8, 2015",The Wolf Among Us,2,True,2013-10-11
,The Wolf Among Us,1,False,2013-10-11
"December 22, 2014",The Wolf Among Us,1,True,2013-10-11
"June 3, 2014",The Wolf Among Us,1,True,2013-10-11
"October 17, 2013",The Wolf Among Us,1,True,2013-10-11
"June 2, 2015",The Wolf Among Us,1,True,2013-10-11
"July 8, 2014",The Wolf Among Us,2,True,2013-10-11
"July 24, 2014",The Wolf Among Us,2,True,2013-10-11
"July 12, 2014",The Wolf Among Us,1,True,2013-10-11
"July 8, 2014",The Wolf Among Us,1,True,2013-10-11
"July 9, 2014",The Wolf Among Us,1,True,2013-10-11
"December 31, 2013",The Wolf Among Us,2,True,2013-10-11
"July 5, 2014",The Wolf Among Us,2,True,2013-10-11
"May 28, 2014",The Wolf Among Us,1,True,2013-10-11
"June 19, 2015",The Wolf Among Us,2,True,2013-10-11
"December 2, 2014",The Wolf Among Us,1,True,2013-10-11
"January 13, 2014",The Wolf Among Us,2,True,2013-10-11
"December 22, 2013",The Wolf Among Us,2,True,2013-10-11
"October 20, 2013",The Wolf Among Us,1,True,2013-10-11
"June 28, 2014",The Wolf Among Us,2,True,2013-10-11
"January 22, 2015",The Wolf Among Us,1,False,2013-10-11
"July 13, 2014",The Wolf Among Us,2,True,2013-10-11
"October 18, 2015",The Wolf Among Us,2,True,2013-10-11
"June 1, 2014",The Wolf Among Us,2,True,2013-10-11
"April 9, 2014",The Wolf Among Us,1,True,2013-10-11
"June 30, 2014",The Wolf Among Us,0,True,2013-10-11
"July 8, 2014",The Wolf Among Us,2,True,2013-10-11
"February 16, 2015",The Wolf Among Us,2,True,2013-10-11
"July 11, 2014",The Wolf Among Us,2,True,2013-10-11
"July 8, 2014",The Wolf Among Us,2,True,2013-10-11
"April 12, 2014",The Wolf Among Us,1,True,2013-10-11
"May 25, 2014",The Wolf Among Us,2,True,2013-10-11
"May 9, 2014",The Wolf Among Us,2,True,2013-10-11
"June 3, 2014",The Wolf Among Us,2,True,2013-10-11
"December 30, 2013",The Wolf Among Us,1,True,2013-10-11
,The Wolf Among Us,2,True,2013-10-11
"July 8, 2014",The Wolf Among Us,1,True,2013-10-11
,The Wolf Among Us,2,True,2013-10-11
"February 8, 2014",The Wolf Among Us,1,True,2013-10-11
"February 7, 2014",The Wolf Among Us,1,True,2013-10-11
,The Wolf Among Us,1,True,2013-10-11
"July 28, 2012",The Witcher 2: Assassins of Kings Enhanced Edition,2,True,2011-05-17
"May 26, 2014",The Witcher 2: Assassins of Kings Enhanced Edition,2,True,2011-05-17
"November 22, 2015",The Witcher 2: Assassins of Kings Enhanced Edition,2,True,2011-05-17
"January 25, 2013",The Witcher 2: Assassins of Kings Enhanced Edition,1,True,2011-05-17
,The Witcher 2: Assassins of Kings Enhanced Edition,1,True,2011-05-17
"June 19, 2014",The Witcher 2: Assassins of Kings Enhanced Edition,0,False,2011-05-17
"June 2, 2011",The Witcher 2: Assassins of Kings Enhanced Edition,1,True,2011-05-17
"November 19, 2014",The Witcher 2: Assassins of Kings Enhanced Edition,1,True,2011-05-17
"August 31, 2014",The Witcher 2: Assassins of Kings Enhanced Edition,0,True,2011-05-17
"July 25, 2014",The Witcher 2: Assassins of Kings Enhanced Edition,2,True,2011-05-17
"December 1, 2014",The Witcher 2: Assassins of Kings Enhanced Edition,1,True,2011-05-17
"June 12, 2014",The Witcher 2: Assassins of Kings Enhanced Edition,2,True,2011-05-17
"December 9, 2013",The Witcher 2: Assassins of Kings Enhanced Edition,0,True,2011-05-17
"March 18, 2014",The Witcher 2: Assassins of Kings Enhanced Edition,1,False,2011-05-17
"November 2, 2014",The Witcher 2: Assassins of Kings Enhanced Edition,1,True,2011-05-17
"June 21, 2014",The Witcher 2: Assassins of Kings Enhanced Edition,1,True,2011-05-17
,The Witcher 2: Assassins of Kings Enhanced Edition,1,True,2011-05-17
"June 8, 2014",The Witcher 2: Assassins of Kings Enhanced Edition,2,True,2011-05-17
"July 27, 2013",The Witcher 2: Assassins of Kings Enhanced Edition,1,True,2011-05-17
"August 19, 2015",The Witcher 2: Assassins of Kings Enhanced Edition,1,False,2011-05-17
"September 23, 2013",The Witcher 2: Assassins of Kings Enhanced Edition,2,True,2011-05-17
"July 13, 2014",The Witcher 2: Assassins of Kings Enhanced Edition,2,True,2011-05-17
"December 19, 2013",The Witcher 2: Assassins of Kings Enhanced Edition,1,True,2011-05-17
"February 15, 2014",The Witcher 2: Assassins of Kings Enhanced Edition,0,True,2011-05-17
"September 6, 2015",The Witcher 2: Assassins of Kings Enhanced Edition,1,True,2011-05-17
"February 15, 2014",The Witcher 2: Assassins of Kings Enhanced Edition,2,True,2011-05-17
"November 30, 2014",The Witcher 2: Assassins of Kings Enhanced Edition,2,True,2011-05-17
"April 24, 2015",The Witcher 2: Assassins of Kings Enhanced Edition,1,True,2011-05-17
,The Witcher 2: Assassins of Kings Enhanced Edition,1,True,2011-05-17
"August 25, 2014",The Witcher 2: Assassins of Kings Enhanced Edition,2,True,2011-05-17
"October 25, 2014",The Witcher 2: Assassins of Kings Enhanced Edition,0,True,2011-05-17
"January 28, 2014",The Witcher 2: Assassins of Kings Enhanced Edition,1,True,2011-05-17
"June 26, 2014",The Witcher 2: Assassins of Kings Enhanced Edition,1,True,2011-05-17
"July 20, 2013",The Witcher 2: Assassins of Kings Enhanced Edition,2,True,2011-05-17
"December 28, 2013",The Witcher 2: Assassins of Kings Enhanced Edition,1,True,2011-05-17
"June 21, 2014",The Witcher 2: Assassins of Kings Enhanced Edition,2,True,2011-05-17
"May 11, 2015",The Witcher 2: Assassins of Kings Enhanced Edition,1,True,2011-05-17
"February 16, 2014",The Witcher 2: Assassins of Kings Enhanced Edition,1,True,2011-05-17
"February 19, 2014",The Witcher 2: Assassins of Kings Enhanced Edition,1,True,2011-05-17
"June 2, 2012",Max Payne 3,2,True,2012-05-31
"March 12, 2014",Max Payne 3,1,True,2012-05-31
"May 1, 2015",Max Payne 3,1,True,2012-05-31
"August 10, 2015",Max Payne 3,1,False,2012-05-31
"January 29, 2014",Max Payne 3,1,True,2012-05-31
"August 17, 2012",Max Payne 3,2,True,2012-05-31
"July 15, 2014",Max Payne 3,2,True,2012-05-31
"October 29, 2014",Max Payne 3,1,True,2012-05-31
"January 3, 2015",Max Payne 3,1,True,2012-05-31
"September 3, 2014",Max Payne 3,2,True,2012-05-31
"February 9, 2014",Max Payne 3,2,True,2012-05-31
"August 14, 2014",Max Payne 3,1,True,2012-05-31
"January 11, 2014",Max Payne 3,1,True,2012-05-31
"November 8, 2013",Max Payne 3,1,True,2012-05-31
"March 17, 2014",Max Payne 3,1,False,2012-05-31
"March 21, 2013",Max Payne 3,1,True,2012-05-31
"August 16, 2014",Max Payne 3,1,True,2012-05-31
"April 7, 2014",Max Payne 3,1,True,2012-05-31
"December 22, 2013",Max Payne 3,2,True,2012-05-31
"July 18, 2012",Max Payne 3,2,True,2012-05-31
"May 3, 2014",Max Payne 3,1,False,2012-05-31
"March 16, 2014",Max Payne 3,1,False,2012-05-31
"August 14, 2012",Max Payne 3,1,True,2012-05-31
"August 27, 2014",Max Payne 3,2,True,2012-05-31
"November 21, 2015",Max Payne 3,2,True,2012-05-31
,Max Payne 3,1,True,2012-05-31
"December 22, 2013",Max Payne 3,2,True,2012-05-31
,Max Payne 3,2,True,2012-05-31
"May 1, 2015",Max Payne 3,1,True,2012-05-31
"June 22, 2014",Max Payne 3,1,True,2012-05-31
"January 23, 2014",Max Payne 3,1,True,2012-05-31
,Max Payne 3,1,False,2012-05-31
"March 16, 2014",Max Payne 3,1,True,2012-05-31
"December 1, 2013",Max Payne 3,1,True,2012-05-31
"March 31, 2014",Max Payne 3,1,True,2012-05-31
,Max Payne 3,2,True,2012-05-31
"June 21, 2014",Max Payne 3,1,True,2012-05-31
"June 28, 2014",Max Payne 3,2,True,2012-05-31
"April 30, 2014",Max Payne 3,1,True,2012-05-31
"May 10, 2014",Max Payne 3,1,True,2012-05-31
"November 30, 2013",Max Payne 3,2,True,2012-05-31
"June 24, 2014",Max Payne 3,1,False,2012-05-31
"September 1, 2013",Max Payne 3,2,True,2012-05-31
"July 7, 2014",Max Payne 3,1,True,2012-05-31
"November 15, 2015",Max Payne 3,1,True,2012-05-31
"June 29, 2014",Defiance,1,True,2014-06-04
"March 23, 2014",Defiance,1,True,2014-06-04
"June 17, 2014",Defiance,1,True,2014-06-04
,Defiance,1,True,2014-06-04
,Defiance,0,False,2014-06-04
"June 21, 2014",Defiance,2,True,2014-06-04
"March 7, 2015",Defiance,1,True,2014-06-04
"May 11, 2013",Defiance,2,True,2014-06-04
"February 7, 2015",Defiance,1,True,2014-06-04
"November 29, 2014",Defiance,1,True,2014-06-04
"August 1, 2014",Defiance,1,True,2014-06-04
"October 26, 2014",Defiance,1,True,2014-06-04
"October 17, 2014",Defiance,1,True,2014-06-04
"February 21, 2014",Defiance,1,False,2014-06-04
"January 13, 2014",Defiance,1,True,2014-06-04
"September 7, 2015",Defiance,1,False,2014-06-04
"December 31, 2013",Defiance,1,True,2014-06-04
"February 1, 2014",Defiance,2,True,2014-06-04
"December 29, 2013",Defiance,2,True,2014-06-04
"February 25, 2014",Defiance,1,False,2014-06-04
"January 19, 2014",Defiance,1,True,2014-06-04
"December 15, 2013",Defiance,1,True,2014-06-04
"July 28, 2014",Defiance,0,True,2014-06-04
"October 21, 2014",Defiance,2,True,2014-06-04
"August 5, 2014",Defiance,1,True,2014-06-04
"September 1, 2015",Defiance,1,False,2014-06-04
"November 19, 2013",Defiance,1,True,2014-06-04
,Defiance,1,True,2014-06-04
"January 1, 2014",Defiance,2,True,2014-06-04
"February 22, 2015",Defiance,1,True,2014-06-04
"June 30, 2015",Defiance,2,True,2014-06-04
"July 27, 2014",Defiance,2,True,2014-06-04
"February 2, 2014",Defiance,0,False,2014-06-04
